cat_value,level_1,direction,counts,n,freq,label,region,var,country
"(8, 10]",1,Negative,963,3531,0.2727272727272727,27.3 %,Lombardia,absolute_humidity,ITA
"(8, 10]",2,Positive,548,3531,0.15519682809402435,15.5 %,Lombardia,absolute_humidity,ITA
"(10, 12]",0,NS,2120,3564,0.5948372615039281,59.5 %,Lombardia,absolute_humidity,ITA
"(10, 12]",1,Negative,1006,3564,0.2822671156004489,28.2 %,Lombardia,absolute_humidity,ITA
"(10, 12]",2,Positive,438,3564,0.12289562289562289,12.3 %,Lombardia,absolute_humidity,ITA
"(12, 14]",0,NS,2439,3784,0.6445560253699789,64.5 %,Lombardia,absolute_humidity,ITA
"(12, 14]",1,Negative,918,3784,0.24260042283298097,24.3 %,Lombardia,absolute_humidity,ITA
"(12, 14]",2,Positive,427,3784,0.11284355179704017,11.3 %,Lombardia,absolute_humidity,ITA
"(14, 16]",0,NS,1890,2794,0.6764495347172512,67.6 %,Lombardia,absolute_humidity,ITA
"(14, 16]",1,Negative,550,2794,0.1968503937007874,19.7 %,Lombardia,absolute_humidity,ITA
"(14, 16]",2,Positive,354,2794,0.12670007158196134,12.7 %,Lombardia,absolute_humidity,ITA
"(16, 18]",0,NS,439,726,0.6046831955922864,60.5 %,Lombardia,absolute_humidity,ITA
"(16, 18]",1,Negative,204,726,0.2809917355371901,28.1 %,Lombardia,absolute_humidity,ITA
"(16, 18]",2,Positive,83,726,0.11432506887052342,11.4 %,Lombardia,absolute_humidity,ITA
"(18, 20]",0,Positive,0,0,0.0,0.0 %,Lombardia,absolute_humidity,ITA
"(18, 20]",1,Negative,0,0,0.0,0.0 %,Lombardia,absolute_humidity,ITA
"(18, 20]",2,NS,0,0,0.0,0.0 %,Lombardia,absolute_humidity,ITA
"(20, 22]",0,Positive,0,0,0.0,0.0 %,Lombardia,absolute_humidity,ITA
"(20, 22]",1,Negative,0,0,0.0,0.0 %,Lombardia,absolute_humidity,ITA
"(20, 22]",2,NS,0,0,0.0,0.0 %,Lombardia,absolute_humidity,ITA
"(-6, -3]",0,Positive,0,0,0.0,0.0 %,Marche,temperature,ITA
"(-6, -3]",1,Negative,0,0,0.0,0.0 %,Marche,temperature,ITA
"(-6, -3]",2,NS,0,0,0.0,0.0 %,Marche,temperature,ITA
"(-3, 0]",0,Positive,0,0,0.0,0.0 %,Marche,temperature,ITA
"(-3, 0]",1,Negative,0,0,0.0,0.0 %,Marche,temperature,ITA
"(-3, 0]",2,NS,0,0,0.0,0.0 %,Marche,temperature,ITA
"(0, 3]",0,Positive,0,0,0.0,0.0 %,Marche,temperature,ITA
"(0, 3]",1,Negative,0,0,0.0,0.0 %,Marche,temperature,ITA
"(0, 3]",2,NS,0,0,0.0,0.0 %,Marche,temperature,ITA
"(3, 6]",0,NS,340,696,0.4885057471264368,48.9 %,Marche,temperature,ITA
"(3, 6]",1,Negative,240,696,0.3448275862068966,34.5 %,Marche,temperature,ITA
"(3, 6]",2,Positive,116,696,0.16666666666666666,16.7 %,Marche,temperature,ITA
"(6, 9]",0,NS,1616,2673,0.6045641601197157,60.5 %,Marche,temperature,ITA
"(6, 9]",1,Negative,825,2673,0.30864197530864196,30.9 %,Marche,temperature,ITA
"(6, 9]",2,Positive,232,2673,0.08679386457164234,8.7 %,Marche,temperature,ITA
"(9, 12]",0,NS,2164,3751,0.5769128232471341,57.7 %,Marche,temperature,ITA
"(9, 12]",1,Negative,1131,3751,0.30151959477472673,30.2 %,Marche,temperature,ITA
"(9, 12]",2,Positive,456,3751,0.12156758197813916,12.2 %,Marche,temperature,ITA
"(12, 15]",0,NS,1612,2790,0.5777777777777777,57.8 %,Marche,temperature,ITA
"(12, 15]",1,Negative,891,2790,0.3193548387096774,31.9 %,Marche,temperature,ITA
"(12, 15]",2,Positive,287,2790,0.1028673835125448,10.3 %,Marche,temperature,ITA
"(15, 18]",0,Negative,1084,2024,0.5355731225296443,53.6 %,Marche,temperature,ITA
"(15, 18]",1,NS,822,2024,0.4061264822134387,40.6 %,Marche,temperature,ITA
"(15, 18]",2,Positive,118,2024,0.058300395256917,5.8 %,Marche,temperature,ITA
"(18, 21]",0,NS,1014,2354,0.43075615972812237,43.1 %,Marche,temperature,ITA
"(18, 21]",1,Negative,895,2354,0.3802039082412914,38.0 %,Marche,temperature,ITA
"(18, 21]",2,Positive,445,2354,0.18903993203058625,18.9 %,Marche,temperature,ITA
"(21, 24]",0,NS,1302,2354,0.5531011045029737,55.3 %,Marche,temperature,ITA
"(21, 24]",1,Positive,535,2354,0.22727272727272727,22.7 %,Marche,temperature,ITA
"(21, 24]",2,Negative,517,2354,0.21962616822429906,22.0 %,Marche,temperature,ITA
"(24, 27]",0,NS,1555,2596,0.5989984591679507,59.9 %,Marche,temperature,ITA
"(24, 27]",1,Positive,626,2596,0.24114021571648692,24.1 %,Marche,temperature,ITA
"(24, 27]",2,Negative,415,2596,0.1598613251155624,16.0 %,Marche,temperature,ITA
"(27, 30]",0,NS,818,1474,0.5549525101763908,55.5 %,Marche,temperature,ITA
"(27, 30]",1,Positive,451,1474,0.30597014925373134,30.6 %,Marche,temperature,ITA
"(27, 30]",2,Negative,205,1474,0.1390773405698779,13.9 %,Marche,temperature,ITA
"(30, 33]",0,Positive,0,0,0.0,0.0 %,Marche,temperature,ITA
"(30, 33]",1,Negative,0,0,0.0,0.0 %,Marche,temperature,ITA
"(30, 33]",2,NS,0,0,0.0,0.0 %,Marche,temperature,ITA
"(0, 2]",0,Positive,0,0,0.0,0.0 %,Marche,absolute_humidity,ITA
"(0, 2]",1,Negative,0,0,0.0,0.0 %,Marche,absolute_humidity,ITA
"(0, 2]",2,NS,0,0,0.0,0.0 %,Marche,absolute_humidity,ITA
"(2, 4]",0,NS,208,330,0.6303030303030303,63.0 %,Marche,absolute_humidity,ITA
"(2, 4]",1,Negative,98,330,0.296969696969697,29.7 %,Marche,absolute_humidity,ITA
"(2, 4]",2,Positive,24,330,0.07272727272727272,7.3 %,Marche,absolute_humidity,ITA
"(4, 6]",0,NS,2019,2861,0.705697308633345,70.6 %,Marche,absolute_humidity,ITA
"(4, 6]",1,Negative,699,2861,0.24432016777350576,24.4 %,Marche,absolute_humidity,ITA
"(4, 6]",2,Positive,143,2861,0.049982523593149246,5.0 %,Marche,absolute_humidity,ITA
"(6, 8]",0,NS,2654,4128,0.6429263565891473,64.3 %,Marche,absolute_humidity,ITA
"(6, 8]",1,Negative,1074,4128,0.2601744186046512,26.0 %,Marche,absolute_humidity,ITA
"(6, 8]",2,Positive,400,4128,0.09689922480620156,9.7 %,Marche,absolute_humidity,ITA
"(8, 10]",0,NS,2492,4367,0.5706434623311197,57.1 %,Marche,absolute_humidity,ITA
"(8, 10]",1,Negative,1435,4367,0.328600870162583,32.9 %,Marche,absolute_humidity,ITA
"(8, 10]",2,Positive,440,4367,0.10075566750629723,10.1 %,Marche,absolute_humidity,ITA
"(10, 12]",0,NS,1948,3646,0.5342841470104224,53.4 %,Marche,absolute_humidity,ITA
"(10, 12]",1,Negative,1224,3646,0.33571036752605593,33.6 %,Marche,absolute_humidity,ITA
"(10, 12]",2,Positive,474,3646,0.13000548546352167,13.0 %,Marche,absolute_humidity,ITA
"(12, 14]",0,NS,2083,3828,0.5441483803552769,54.4 %,Marche,absolute_humidity,ITA
"(12, 14]",1,Negative,1192,3828,0.3113897596656217,31.1 %,Marche,absolute_humidity,ITA
"(12, 14]",2,Positive,553,3828,0.14446185997910135,14.4 %,Marche,absolute_humidity,ITA
"(14, 16]",0,NS,2011,3630,0.5539944903581268,55.4 %,Marche,absolute_humidity,ITA
"(14, 16]",1,Negative,1026,3630,0.28264462809917357,28.3 %,Marche,absolute_humidity,ITA
"(14, 16]",2,Positive,593,3630,0.16336088154269973,16.3 %,Marche,absolute_humidity,ITA
"(16, 18]",0,NS,1576,2838,0.5553206483439042,55.5 %,Marche,absolute_humidity,ITA
"(16, 18]",1,Negative,699,2838,0.2463002114164905,24.6 %,Marche,absolute_humidity,ITA
"(16, 18]",2,Positive,563,2838,0.19837914023960534,19.8 %,Marche,absolute_humidity,ITA
"(18, 20]",0,NS,1152,1958,0.5883554647599591,58.8 %,Marche,absolute_humidity,ITA
"(18, 20]",1,Negative,422,1958,0.21552604698672115,21.6 %,Marche,absolute_humidity,ITA
"(18, 20]",2,Positive,384,1958,0.1961184882533197,19.6 %,Marche,absolute_humidity,ITA
"(20, 22]",0,NS,454,682,0.6656891495601173,66.6 %,Marche,absolute_humidity,ITA
"(20, 22]",1,Negative,148,682,0.21700879765395895,21.7 %,Marche,absolute_humidity,ITA
"(20, 22]",2,Positive,80,682,0.11730205278592376,11.7 %,Marche,absolute_humidity,ITA
"(-6, -3]",0,Positive,0,0,0.0,0.0 %,Molise,temperature,ITA
"(-6, -3]",1,Negative,0,0,0.0,0.0 %,Molise,temperature,ITA
"(-6, -3]",2,NS,0,0,0.0,0.0 %,Molise,temperature,ITA
"(-3, 0]",0,Positive,0,0,0.0,0.0 %,Molise,temperature,ITA
"(-3, 0]",1,Negative,0,0,0.0,0.0 %,Molise,temperature,ITA
"(-3, 0]",2,NS,0,0,0.0,0.0 %,Molise,temperature,ITA
"(0, 3]",0,Positive,0,0,0.0,0.0 %,Molise,temperature,ITA
"(0, 3]",1,Negative,0,0,0.0,0.0 %,Molise,temperature,ITA
"(0, 3]",2,NS,0,0,0.0,0.0 %,Molise,temperature,ITA
"(3, 6]",0,NS,898,1475,0.6088135593220338,60.9 %,Molise,temperature,ITA
"(3, 6]",1,Negative,350,1475,0.23728813559322035,23.7 %,Molise,temperature,ITA
"(3, 6]",2,Positive,227,1475,0.15389830508474575,15.4 %,Molise,temperature,ITA
"(6, 9]",0,NS,2639,3553,0.742752603433718,74.3 %,Molise,temperature,ITA
"(6, 9]",1,Negative,497,3553,0.1398817900365888,14.0 %,Molise,temperature,ITA
"(6, 9]",2,Positive,417,3553,0.11736560652969322,11.7 %,Molise,temperature,ITA
"(9, 12]",0,NS,2805,3839,0.7306590257879656,73.1 %,Molise,temperature,ITA
"(9, 12]",1,Negative,620,3839,0.16150039072675176,16.2 %,Molise,temperature,ITA
"(9, 12]",2,Positive,414,3839,0.10784058348528262,10.8 %,Molise,temperature,ITA
"(12, 15]",0,NS,1995,2828,0.7054455445544554,70.5 %,Molise,temperature,ITA
"(12, 15]",1,Negative,652,2828,0.23055162659123055,23.1 %,Molise,temperature,ITA
"(12, 15]",2,Positive,181,2828,0.064002828854314,6.4 %,Molise,temperature,ITA
"(15, 18]",0,NS,1689,2706,0.6241685144124168,62.4 %,Molise,temperature,ITA
"(15, 18]",1,Negative,794,2706,0.2934220251293422,29.3 %,Molise,temperature,ITA
"(15, 18]",2,Positive,223,2706,0.08240946045824095,8.2 %,Molise,temperature,ITA
"(18, 21]",0,NS,1692,2838,0.5961945031712473,59.6 %,Molise,temperature,ITA
"(18, 21]",1,Negative,717,2838,0.2526427061310782,25.3 %,Molise,temperature,ITA
"(18, 21]",2,Positive,429,2838,0.1511627906976744,15.1 %,Molise,temperature,ITA
"(21, 24]",0,NS,1489,2530,0.5885375494071147,58.9 %,Molise,temperature,ITA
"(21, 24]",1,Positive,554,2530,0.2189723320158103,21.9 %,Molise,temperature,ITA
"(21, 24]",2,Negative,487,2530,0.1924901185770751,19.2 %,Molise,temperature,ITA
"(24, 27]",0,NS,1638,2640,0.6204545454545455,62.0 %,Molise,temperature,ITA
"(24, 27]",1,Positive,589,2640,0.2231060606060606,22.3 %,Molise,temperature,ITA
"(24, 27]",2,Negative,413,2640,0.15643939393939393,15.6 %,Molise,temperature,ITA
"(27, 30]",0,NS,734,1408,0.5213068181818182,52.1 %,Molise,temperature,ITA
"(27, 30]",1,Positive,429,1408,0.3046875,30.5 %,Molise,temperature,ITA
"(27, 30]",2,Negative,245,1408,0.17400568181818182,17.4 %,Molise,temperature,ITA
"(30, 33]",0,Positive,0,0,0.0,0.0 %,Molise,temperature,ITA
"(30, 33]",1,Negative,0,0,0.0,0.0 %,Molise,temperature,ITA
"(30, 33]",2,NS,0,0,0.0,0.0 %,Molise,temperature,ITA
"(0, 2]",0,Positive,0,0,0.0,0.0 %,Molise,absolute_humidity,ITA
"(0, 2]",1,Negative,0,0,0.0,0.0 %,Molise,absolute_humidity,ITA
"(0, 2]",2,NS,0,0,0.0,0.0 %,Molise,absolute_humidity,ITA
"(2, 4]",0,NS,873,1056,0.8267045454545454,82.7 %,Molise,absolute_humidity,ITA
"(2, 4]",1,Negative,113,1056,0.10700757575757576,10.7 %,Molise,absolute_humidity,ITA
"(2, 4]",2,Positive,70,1056,0.06628787878787878,6.6 %,Molise,absolute_humidity,ITA
"(4, 6]",0,NS,2084,2723,0.7653323540213001,76.5 %,Molise,absolute_humidity,ITA
"(4, 6]",1,Negative,333,2723,0.12229159015791406,12.2 %,Molise,absolute_humidity,ITA
"(4, 6]",2,Positive,306,2723,0.1123760558207859,11.2 %,Molise,absolute_humidity,ITA
"(6, 8]",0,NS,3377,4543,0.7433414043583535,74.3 %,Molise,absolute_humidity,ITA
"(6, 8]",1,Negative,731,4543,0.16090688972044903,16.1 %,Molise,absolute_humidity,ITA
"(6, 8]",2,Positive,435,4543,0.09575170592119744,9.6 %,Molise,absolute_humidity,ITA
"(8, 10]",0,NS,3331,4587,0.7261826902114672,72.6 %,Molise,absolute_humidity,ITA
"(8, 10]",1,Negative,844,4587,0.183998255940702,18.4 %,Molise,absolute_humidity,ITA
"(8, 10]",2,Positive,412,4587,0.08981905384783083,9.0 %,Molise,absolute_humidity,ITA
"(10, 12]",0,NS,2428,3740,0.6491978609625668,64.9 %,Molise,absolute_humidity,ITA
"(10, 12]",1,Negative,871,3740,0.23288770053475935,23.3 %,Molise,absolute_humidity,ITA
"(10, 12]",2,Positive,441,3740,0.1179144385026738,11.8 %,Molise,absolute_humidity,ITA
"(12, 14]",0,NS,2384,3828,0.6227795193312434,62.3 %,Molise,absolute_humidity,ITA
"(12, 14]",1,Negative,881,3828,0.23014629049111807,23.0 %,Molise,absolute_humidity,ITA
"(12, 14]",2,Positive,563,3828,0.14707419017763845,14.7 %,Molise,absolute_humidity,ITA
"(14, 16]",0,NS,1754,2904,0.6039944903581267,60.4 %,Molise,absolute_humidity,ITA
"(14, 16]",1,Negative,669,2904,0.2303719008264463,23.0 %,Molise,absolute_humidity,ITA
"(14, 16]",2,Positive,481,2904,0.165633608815427,16.6 %,Molise,absolute_humidity,ITA
"(16, 18]",0,NS,1326,2420,0.5479338842975207,54.8 %,Molise,absolute_humidity,ITA
"(16, 18]",1,Negative,616,2420,0.2545454545454545,25.5 %,Molise,absolute_humidity,ITA
"(16, 18]",2,Positive,478,2420,0.1975206611570248,19.8 %,Molise,absolute_humidity,ITA
"(18, 20]",0,NS,298,748,0.3983957219251337,39.8 %,Molise,absolute_humidity,ITA
"(18, 20]",1,Negative,259,748,0.3462566844919786,34.6 %,Molise,absolute_humidity,ITA
"(18, 20]",2,Positive,191,748,0.2553475935828877,25.5 %,Molise,absolute_humidity,ITA
"(20, 22]",0,Positive,0,0,0.0,0.0 %,Molise,absolute_humidity,ITA
"(20, 22]",1,Negative,0,0,0.0,0.0 %,Molise,absolute_humidity,ITA
"(20, 22]",2,NS,0,0,0.0,0.0 %,Molise,absolute_humidity,ITA
"(-6, -3]",0,NS,456,771,0.5914396887159533,59.1 %,Provincia Autonoma di Trento,temperature,ITA
"(-6, -3]",1,Positive,179,771,0.23216601815823606,23.2 %,Provincia Autonoma di Trento,temperature,ITA
"(-6, -3]",2,Negative,136,771,0.17639429312581065,17.6 %,Provincia Autonoma di Trento,temperature,ITA
"(-3, 0]",0,NS,1839,2995,0.6140233722871452,61.4 %,Provincia Autonoma di Trento,temperature,ITA
"(-3, 0]",1,Positive,724,2995,0.24173622704507514,24.2 %,Provincia Autonoma di Trento,temperature,ITA
"(-3, 0]",2,Negative,432,2995,0.14424040066777963,14.4 %,Provincia Autonoma di Trento,temperature,ITA
"(0, 3]",0,NS,2138,3553,0.6017450042217845,60.2 %,Provincia Autonoma di Trento,temperature,ITA
"(0, 3]",1,Positive,853,3553,0.24007880664227413,24.0 %,Provincia Autonoma di Trento,temperature,ITA
"(0, 3]",2,Negative,562,3553,0.15817618913594145,15.8 %,Provincia Autonoma di Trento,temperature,ITA
"(3, 6]",0,NS,2074,3569,0.5811151583076491,58.1 %,Provincia Autonoma di Trento,temperature,ITA
"(3, 6]",1,Positive,787,3569,0.2205099467637994,22.1 %,Provincia Autonoma di Trento,temperature,ITA
"(3, 6]",2,Negative,708,3569,0.19837489492855143,19.8 %,Provincia Autonoma di Trento,temperature,ITA
"(6, 9]",0,NS,1506,2684,0.5611028315946349,56.1 %,Provincia Autonoma di Trento,temperature,ITA
"(6, 9]",1,Negative,615,2684,0.2291356184798808,22.9 %,Provincia Autonoma di Trento,temperature,ITA
"(6, 9]",2,Positive,563,2684,0.20976154992548435,21.0 %,Provincia Autonoma di Trento,temperature,ITA
"(9, 12]",0,NS,1632,2684,0.6080476900149031,60.8 %,Provincia Autonoma di Trento,temperature,ITA
"(9, 12]",1,Negative,809,2684,0.3014157973174367,30.1 %,Provincia Autonoma di Trento,temperature,ITA
"(9, 12]",2,Positive,243,2684,0.0905365126676602,9.1 %,Provincia Autonoma di Trento,temperature,ITA
"(12, 15]",0,NS,1920,2970,0.6464646464646465,64.6 %,Provincia Autonoma di Trento,temperature,ITA
"(12, 15]",1,Negative,688,2970,0.23164983164983166,23.2 %,Provincia Autonoma di Trento,temperature,ITA
"(12, 15]",2,Positive,362,2970,0.12188552188552189,12.2 %,Provincia Autonoma di Trento,temperature,ITA
"(15, 18]",0,NS,2025,3102,0.6528046421663443,65.3 %,Provincia Autonoma di Trento,temperature,ITA
"(15, 18]",1,Negative,722,3102,0.2327530625402966,23.3 %,Provincia Autonoma di Trento,temperature,ITA
"(15, 18]",2,Positive,355,3102,0.11444229529335913,11.4 %,Provincia Autonoma di Trento,temperature,ITA
"(18, 21]",0,NS,1800,2530,0.7114624505928854,71.1 %,Provincia Autonoma di Trento,temperature,ITA
"(18, 21]",1,Negative,375,2530,0.1482213438735178,14.8 %,Provincia Autonoma di Trento,temperature,ITA
"(18, 21]",2,Positive,355,2530,0.14031620553359683,14.0 %,Provincia Autonoma di Trento,temperature,ITA
"(21, 24]",0,NS,794,1144,0.6940559440559441,69.4 %,Provincia Autonoma di Trento,temperature,ITA
"(21, 24]",1,Negative,198,1144,0.17307692307692307,17.3 %,Provincia Autonoma di Trento,temperature,ITA
"(21, 24]",2,Positive,152,1144,0.13286713286713286,13.3 %,Provincia Autonoma di Trento,temperature,ITA
"(24, 27]",0,Positive,0,0,0.0,0.0 %,Provincia Autonoma di Trento,temperature,ITA
"(24, 27]",1,Negative,0,0,0.0,0.0 %,Provincia Autonoma di Trento,temperature,ITA
"(24, 27]",2,NS,0,0,0.0,0.0 %,Provincia Autonoma di Trento,temperature,ITA
"(27, 30]",0,Positive,0,0,0.0,0.0 %,Provincia Autonoma di Trento,temperature,ITA
"(27, 30]",1,Negative,0,0,0.0,0.0 %,Provincia Autonoma di Trento,temperature,ITA
"(27, 30]",2,NS,0,0,0.0,0.0 %,Provincia Autonoma di Trento,temperature,ITA
"(30, 33]",0,Positive,0,0,0.0,0.0 %,Provincia Autonoma di Trento,temperature,ITA
"(30, 33]",1,Negative,0,0,0.0,0.0 %,Provincia Autonoma di Trento,temperature,ITA
"(30, 33]",2,NS,0,0,0.0,0.0 %,Provincia Autonoma di Trento,temperature,ITA
"(0, 2]",0,NS,488,696,0.7011494252873564,70.1 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(0, 2]",1,Positive,118,696,0.16954022988505746,17.0 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(0, 2]",2,Negative,90,696,0.12931034482758622,12.9 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(2, 4]",0,NS,2658,3578,0.742873113471213,74.3 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(2, 4]",1,Positive,528,3578,0.1475684740078256,14.8 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(2, 4]",2,Negative,392,3578,0.10955841252096143,11.0 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(4, 6]",0,NS,3217,4675,0.6881283422459893,68.8 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(4, 6]",1,Negative,854,4675,0.18267379679144385,18.3 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(4, 6]",2,Positive,604,4675,0.12919786096256686,12.9 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(6, 8]",0,NS,2593,4411,0.587848560417139,58.8 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(6, 8]",1,Negative,1111,4411,0.2518703241895262,25.2 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(6, 8]",2,Positive,707,4411,0.16028111539333484,16.0 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(8, 10]",0,NS,2448,3938,0.6216353478923311,62.2 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(8, 10]",1,Negative,964,3938,0.244794311833418,24.5 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(8, 10]",2,Positive,526,3938,0.13357034027425088,13.4 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(10, 12]",0,NS,2225,3432,0.6483100233100233,64.8 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(10, 12]",1,Negative,769,3432,0.22406759906759907,22.4 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(10, 12]",2,Positive,438,3432,0.12762237762237763,12.8 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(12, 14]",0,NS,1624,2420,0.6710743801652893,67.1 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(12, 14]",1,Negative,410,2420,0.16942148760330578,16.9 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(12, 14]",2,Positive,386,2420,0.15950413223140497,16.0 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(14, 16]",0,Positive,0,0,0.0,0.0 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(14, 16]",1,Negative,0,0,0.0,0.0 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(14, 16]",2,NS,0,0,0.0,0.0 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(16, 18]",0,Positive,0,0,0.0,0.0 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(16, 18]",1,Negative,0,0,0.0,0.0 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(16, 18]",2,NS,0,0,0.0,0.0 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(18, 20]",0,Positive,0,0,0.0,0.0 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(18, 20]",1,Negative,0,0,0.0,0.0 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(18, 20]",2,NS,0,0,0.0,0.0 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(20, 22]",0,Positive,0,0,0.0,0.0 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(20, 22]",1,Negative,0,0,0.0,0.0 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(20, 22]",2,NS,0,0,0.0,0.0 %,Provincia Autonoma di Trento,absolute_humidity,ITA
"(-6, -3]",0,Positive,0,0,0.0,0.0 %,Piemonte,temperature,ITA
"(-6, -3]",1,Negative,0,0,0.0,0.0 %,Piemonte,temperature,ITA
"(-6, -3]",2,NS,0,0,0.0,0.0 %,Piemonte,temperature,ITA
"(-3, 0]",0,Positive,142,352,0.4034090909090909,40.3 %,Piemonte,temperature,ITA
"(-3, 0]",1,NS,140,352,0.3977272727272727,39.8 %,Piemonte,temperature,ITA
"(-3, 0]",2,Negative,70,352,0.19886363636363635,19.9 %,Piemonte,temperature,ITA
"(0, 3]",0,NS,839,1829,0.45872061235647893,45.9 %,Piemonte,temperature,ITA
"(0, 3]",1,Negative,514,1829,0.2810278840896665,28.1 %,Piemonte,temperature,ITA
"(0, 3]",2,Positive,476,1829,0.26025150355385457,26.0 %,Piemonte,temperature,ITA
"(3, 6]",0,NS,1700,3443,0.49375544583212316,49.4 %,Piemonte,temperature,ITA
"(3, 6]",1,Positive,915,3443,0.26575660760964276,26.6 %,Piemonte,temperature,ITA
"(3, 6]",2,Negative,828,3443,0.2404879465582341,24.0 %,Piemonte,temperature,ITA
"(6, 9]",0,NS,1639,3367,0.48678348678348676,48.7 %,Piemonte,temperature,ITA
"(6, 9]",1,Negative,899,3367,0.267003267003267,26.7 %,Piemonte,temperature,ITA
"(6, 9]",2,Positive,829,3367,0.24621324621324622,24.6 %,Piemonte,temperature,ITA
"(9, 12]",0,NS,1253,2431,0.5154257507198684,51.5 %,Piemonte,temperature,ITA
"(9, 12]",1,Negative,618,2431,0.2542163718634307,25.4 %,Piemonte,temperature,ITA
"(9, 12]",2,Positive,560,2431,0.23035787741670094,23.0 %,Piemonte,temperature,ITA
"(12, 15]",0,NS,1376,2376,0.5791245791245792,57.9 %,Piemonte,temperature,ITA
"(12, 15]",1,Negative,773,2376,0.3253367003367003,32.5 %,Piemonte,temperature,ITA
"(12, 15]",2,Positive,227,2376,0.09553872053872053,9.6 %,Piemonte,temperature,ITA
"(15, 18]",0,NS,1495,2508,0.5960925039872408,59.6 %,Piemonte,temperature,ITA
"(15, 18]",1,Negative,801,2508,0.319377990430622,31.9 %,Piemonte,temperature,ITA
"(15, 18]",2,Positive,212,2508,0.08452950558213716,8.5 %,Piemonte,temperature,ITA
"(18, 21]",0,NS,956,1980,0.48282828282828283,48.3 %,Piemonte,temperature,ITA
"(18, 21]",1,Negative,627,1980,0.31666666666666665,31.7 %,Piemonte,temperature,ITA
"(18, 21]",2,Positive,397,1980,0.2005050505050505,20.1 %,Piemonte,temperature,ITA
"(21, 24]",0,NS,1484,2816,0.5269886363636364,52.7 %,Piemonte,temperature,ITA
"(21, 24]",1,Negative,722,2816,0.25639204545454547,25.6 %,Piemonte,temperature,ITA
"(21, 24]",2,Positive,610,2816,0.21661931818181818,21.7 %,Piemonte,temperature,ITA
"(24, 27]",0,NS,919,1958,0.4693564862104188,46.9 %,Piemonte,temperature,ITA
"(24, 27]",1,Positive,567,1958,0.2895812053115424,29.0 %,Piemonte,temperature,ITA
"(24, 27]",2,Negative,472,1958,0.2410623084780388,24.1 %,Piemonte,temperature,ITA
"(27, 30]",0,NS,525,1144,0.4589160839160839,45.9 %,Piemonte,temperature,ITA
"(27, 30]",1,Positive,319,1144,0.27884615384615385,27.9 %,Piemonte,temperature,ITA
"(27, 30]",2,Negative,300,1144,0.26223776223776224,26.2 %,Piemonte,temperature,ITA
"(30, 33]",0,Positive,0,0,0.0,0.0 %,Piemonte,temperature,ITA
"(30, 33]",1,Negative,0,0,0.0,0.0 %,Piemonte,temperature,ITA
"(30, 33]",2,NS,0,0,0.0,0.0 %,Piemonte,temperature,ITA
"(0, 2]",0,Positive,0,0,0.0,0.0 %,Piemonte,absolute_humidity,ITA
"(0, 2]",1,Negative,0,0,0.0,0.0 %,Piemonte,absolute_humidity,ITA
"(0, 2]",2,NS,0,0,0.0,0.0 %,Piemonte,absolute_humidity,ITA
"(2, 4]",0,NS,2026,2940,0.6891156462585034,68.9 %,Piemonte,absolute_humidity,ITA
"(2, 4]",1,Positive,519,2940,0.17653061224489797,17.7 %,Piemonte,absolute_humidity,ITA
"(2, 4]",2,Negative,395,2940,0.13435374149659865,13.4 %,Piemonte,absolute_humidity,ITA
"(4, 6]",0,NS,2909,4566,0.6371003066141042,63.7 %,Piemonte,absolute_humidity,ITA
"(4, 6]",1,Negative,1000,4566,0.21901007446342532,21.9 %,Piemonte,absolute_humidity,ITA
"(4, 6]",2,Positive,657,4566,0.14388961892247043,14.4 %,Piemonte,absolute_humidity,ITA
